brand,model_clean,car_link,description,price,price_eur,first_registration,accident_free,car_age_years,mileage_km,mileage_category,power_kw,power_hp,fuel_type,seller_name,seller_rating,seller_reviews_count,rag_text,specifications,spec_list
Mercedes-Benz,Mercedes-Benz CLA 200 Shooting Brake,https://suchen.mobile.de/fahrzeuge/details.html?id=442028837&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&rd=100&ref=srp&refId=692b2536-d65d-caf0-12e7-d05cb10a818e&s=Car&sb=rel&searchId=692b2536-d65d-caf0-12e7-d05cb10a818e&vc=Car,7G-DCT AMG Line+LED+NAVI,"18,999",18999,2017-09,False,8,92215,50k-100k,115.0,156.0,Petrol,Kamux Auto GmbH,4.3,161,"Mercedes-Benz | Mercedes-Benz CLA 200 Shooting Brake | First registration: 2017-09 | Accident-free: No | Mileage: 92,215 km | Fuel: Petrol | Power: 115.0 kW | Price: €18,999 | Seller: Kamux Auto GmbH (4.3⭐) | Description: 7G-DCT AMG Line+LED+NAVI","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']","['FR 09/2017', '92,215 km', '115 kW (156 hp)', 'Petrol']"
BMW,BMW X3,https://suchen.mobile.de/fahrzeuge/details.html?id=434697573&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,xDrive20i Advantage AHK Navi LED Sportsitze S,"29,930",29930,2018-07,False,7,82350,50k-100k,135.0,184.0,Petrol,Albert Bauer GmbH,4.5,69,"BMW | BMW X3 | First registration: 2018-07 | Accident-free: No | Mileage: 82,350 km | Fuel: Petrol | Power: 135.0 kW | Price: €29,930 | Seller: Albert Bauer GmbH (4.5⭐) | Description: xDrive20i Advantage AHK Navi LED Sportsitze S","['FR 07/2018', '82,350 km', '135 kW (184 hp)', 'Petrol']","['FR 07/2018', '82,350 km', '135 kW (184 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 63 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=440035493&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,E -Klasse Lim. E 63 AMG 4Matic,"38,675",38675,2015-04,False,10,98007,50k-100k,410.0,557.0,Petrol,Safe and Trade UG (haftungsbeschränkt),,,"Mercedes-Benz | Mercedes-Benz E 63 AMG | First registration: 2015-04 | Accident-free: No | Mileage: 98,007 km | Fuel: Petrol | Power: 410.0 kW | Price: €38,675 | Seller: Safe and Trade UG (haftungsbeschränkt) | Description: E -Klasse Lim. E 63 AMG 4Matic","['FR 04/2015', '98,007 km', '410 kW (557 hp)', 'Petrol']","['FR 04/2015', '98,007 km', '410 kW (557 hp)', 'Petrol']"
Volkswagen,Volkswagen Tiguan,https://suchen.mobile.de/fahrzeuge/details.html?id=441639360&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,2.0 TSI Highline 4Motion BM Aut.*NAVI*CAM,"23,190",23190,2017-08,True,8,86115,50k-100k,132.0,179.0,Petrol,Autohero GmbH - Standort Hamburg,4.5,176,"Volkswagen | Volkswagen Tiguan | First registration: 2017-08 | Accident-free: Yes | Mileage: 86,115 km | Fuel: Petrol | Power: 132.0 kW | Price: €23,190 | Seller: Autohero GmbH - Standort Hamburg (4.5⭐) | Description: 2.0 TSI Highline 4Motion BM Aut.*NAVI*CAM","['Accident-free', 'FR 08/2017', '86,115 km', '132 kW (179 hp)', 'Petrol']","['Accident-free', 'FR 08/2017', '86,115 km', '132 kW (179 hp)', 'Petrol']"
Volkswagen,Volkswagen Golf,https://suchen.mobile.de/fahrzeuge/details.html?id=437901997&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,VII 1.4 TSI Highline BMT Aut.*NAVI*XENON*,"15,070",15070,2016-11,True,9,97380,50k-100k,110.0,150.0,Petrol,Autohero GmbH - Standort Hamburg,4.5,176,"Volkswagen | Volkswagen Golf | First registration: 2016-11 | Accident-free: Yes | Mileage: 97,380 km | Fuel: Petrol | Power: 110.0 kW | Price: €15,070 | Seller: Autohero GmbH - Standort Hamburg (4.5⭐) | Description: VII 1.4 TSI Highline BMT Aut.*NAVI*XENON*","['Accident-free', 'FR 11/2016', '97,380 km', '110 kW (150 hp)', 'Petrol']","['Accident-free', 'FR 11/2016', '97,380 km', '110 kW (150 hp)', 'Petrol']"
Seat,Seat Leon,https://suchen.mobile.de/fahrzeuge/details.html?id=433816400&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,Sportstourer 1.5 TSI FR 6-Gang Pano Sportp.,"19,938",19938,2021-08,True,4,82800,50k-100k,110.0,150.0,Petrol,Autohof Reimers GmbH,4.1,156,"Seat | Seat Leon | First registration: 2021-08 | Accident-free: Yes | Mileage: 82,800 km | Fuel: Petrol | Power: 110.0 kW | Price: €19,938 | Seller: Autohof Reimers GmbH (4.1⭐) | Description: Sportstourer 1.5 TSI FR 6-Gang Pano Sportp.","['Accident-free', 'FR 08/2021', '82,800 km', '110 kW (150 hp)', 'Petrol']","['Accident-free', 'FR 08/2021', '82,800 km', '110 kW (150 hp)', 'Petrol']"
MINI,MINI Cooper S,https://suchen.mobile.de/fahrzeuge/details.html?id=429379343&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,Navi LED Sperrdiff. Apple CarPlay Mehrz,"19,390",19390,2019-09,False,6,82500,50k-100k,141.0,192.0,Petrol,Albert Bauer GmbH,4.5,69,"MINI | MINI Cooper S | First registration: 2019-09 | Accident-free: No | Mileage: 82,500 km | Fuel: Petrol | Power: 141.0 kW | Price: €19,390 | Seller: Albert Bauer GmbH (4.5⭐) | Description: Navi LED Sperrdiff. Apple CarPlay Mehrz","['FR 09/2019', '82,500 km', '141 kW (192 hp)', 'Petrol']","['FR 09/2019', '82,500 km', '141 kW (192 hp)', 'Petrol']"
BMW,BMW 520,https://suchen.mobile.de/fahrzeuge/details.html?id=442361154&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,Not provided by seller.,"22,990",22990,2018-10,True,7,86668,50k-100k,140.0,190.0,Diesel,Renault Retail Group Deutschland GmbH - Gebrauchtwagenzentrum HH-Wendenstraße,4.3,75,"BMW | BMW 520 | First registration: 2018-10 | Accident-free: Yes | Mileage: 86,668 km | Fuel: Diesel | Power: 140.0 kW | Price: €22,990 | Seller: Renault Retail Group Deutschland GmbH - Gebrauchtwagenzentrum HH-Wendenstraße (4.3⭐) | Description: Not provided by seller.","['Accident-free', 'FR 10/2018', '86,668 km', '140 kW (190 hp)', 'Diesel']","['Accident-free', 'FR 10/2018', '86,668 km', '140 kW (190 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz E 350,https://suchen.mobile.de/fahrzeuge/details.html?id=430372713&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,Not provided by seller.,"22,990",22990,2016-03,True,9,119950,>100k,190.0,258.0,Diesel,Ek-automobile D.Erkisi,4.9,43,"Mercedes-Benz | Mercedes-Benz E 350 | First registration: 2016-03 | Accident-free: Yes | Mileage: 119,950 km | Fuel: Diesel | Power: 190.0 kW | Price: €22,990 | Seller: Ek-automobile D.Erkisi (4.9⭐) | Description: Not provided by seller.","['Accident-free', 'FR 03/2016', '119,950 km', '190 kW (258 hp)', 'Diesel']","['Accident-free', 'FR 03/2016', '119,950 km', '190 kW (258 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz GLC 220,https://suchen.mobile.de/fahrzeuge/details.html?id=442569647&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,Not provided by seller.,"28,000",28000,2017-07,True,8,110000,>100k,125.0,170.0,Diesel,"21031 Hamburg , Private Seller",,,"Mercedes-Benz | Mercedes-Benz GLC 220 | First registration: 2017-07 | Accident-free: Yes | Mileage: 110,000 km | Fuel: Diesel | Power: 125.0 kW | Price: €28,000 | Seller: 21031 Hamburg , Private Seller | Description: Not provided by seller.","['Accident-free', 'FR 07/2017', '110,000 km', '125 kW (170 hp)', 'Diesel']","['Accident-free', 'FR 07/2017', '110,000 km', '125 kW (170 hp)', 'Diesel']"
BMW,BMW 530,https://suchen.mobile.de/fahrzeuge/details.html?id=441353741&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=22&rd=100&ref=srp&refId=2b01e8b3-daba-3e35-e48e-ba396d178e59&s=Car&sb=rel&searchId=2b01e8b3-daba-3e35-e48e-ba396d178e59&vc=Car,i M-SPORTPAKET STEPTRONIC 90-TKM|HUD|GSHD,"19,990",19990,2013-04,True,12,90735,50k-100k,200.0,272.0,Petrol,M. Yusufi-Automobile,4.8,237,"BMW | BMW 530 | First registration: 2013-04 | Accident-free: Yes | Mileage: 90,735 km | Fuel: Petrol | Power: 200.0 kW | Price: €19,990 | Seller: M. Yusufi-Automobile (4.8⭐) | Description: i M-SPORTPAKET STEPTRONIC 90-TKM|HUD|GSHD","['Accident-free', 'FR 04/2013', '90,735 km', '200 kW (272 hp)', 'Petrol']","['Accident-free', 'FR 04/2013', '90,735 km', '200 kW (272 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 43 AMG,https://suchen.mobile.de/fahrzeuge/details.html?id=439360500&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,T4Matic EU6 Leder LED ACC Navi Burmeste,"37,990",37990,2017-06,False,8,105000,>100k,295.0,401.0,Petrol,aaf.de GmbH Automobile am Flughafen,3.9,276,"Mercedes-Benz | Mercedes-Benz E 43 AMG | First registration: 2017-06 | Accident-free: No | Mileage: 105,000 km | Fuel: Petrol | Power: 295.0 kW | Price: €37,990 | Seller: aaf.de GmbH Automobile am Flughafen (3.9⭐) | Description: T4Matic EU6 Leder LED ACC Navi Burmeste","['FR 06/2017', '105,000 km', '295 kW (401 hp)', 'Petrol']","['FR 06/2017', '105,000 km', '295 kW (401 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz C 250,https://suchen.mobile.de/fahrzeuge/details.html?id=430107500&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,CGI BE 7GT ELEGANCE COMAND ILS KAMERA 1.VB,"17,900",17900,2011-09,False,14,71455,50k-100k,150.0,204.0,Petrol,Car Corner GmbH,4.9,402,"Mercedes-Benz | Mercedes-Benz C 250 | First registration: 2011-09 | Accident-free: No | Mileage: 71,455 km | Fuel: Petrol | Power: 150.0 kW | Price: €17,900 | Seller: Car Corner GmbH (4.9⭐) | Description: CGI BE 7GT ELEGANCE COMAND ILS KAMERA 1.VB","['FR 09/2011', '71,455 km', '150 kW (204 hp)', 'Petrol']","['FR 09/2011', '71,455 km', '150 kW (204 hp)', 'Petrol']"
Volkswagen,Volkswagen Polo,https://suchen.mobile.de/fahrzeuge/details.html?id=441183328&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,"GTI 2,0 TSI DSG BEATS-AUDIO+R-FAHRKAMERA+NA","18,490",18490,2019-05,False,6,93178,50k-100k,147.0,200.0,Petrol,Autohaus Ihle GmbH,4.9,359,"Volkswagen | Volkswagen Polo | First registration: 2019-05 | Accident-free: No | Mileage: 93,178 km | Fuel: Petrol | Power: 147.0 kW | Price: €18,490 | Seller: Autohaus Ihle GmbH (4.9⭐) | Description: GTI 2,0 TSI DSG BEATS-AUDIO+R-FAHRKAMERA+NA","['FR 05/2019', '93,178 km', '147 kW (200 hp)', 'Petrol']","['FR 05/2019', '93,178 km', '147 kW (200 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz CLA Shooting Brake,https://suchen.mobile.de/fahrzeuge/details.html?id=440776844&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,CLA 200 Shooting Brake Orange Art Edition AMG,"17,950",17950,2015-04,True,10,128520,>100k,115.0,156.0,Petrol,Autohaus Prisdorf GbR,4.4,62,"Mercedes-Benz | Mercedes-Benz CLA Shooting Brake | First registration: 2015-04 | Accident-free: Yes | Mileage: 128,520 km | Fuel: Petrol | Power: 115.0 kW | Price: €17,950 | Seller: Autohaus Prisdorf GbR (4.4⭐) | Description: CLA 200 Shooting Brake Orange Art Edition AMG","['Accident-free', 'FR 04/2015', '128,520 km', '115 kW (156 hp)', 'Petrol']","['Accident-free', 'FR 04/2015', '128,520 km', '115 kW (156 hp)', 'Petrol']"
BMW,BMW 120,https://suchen.mobile.de/fahrzeuge/details.html?id=441181023&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,i Cabrio NAVI*KLIMA*SHZ*PDC*XENON*LEDER*TOP!,"9,990",9990,2008-08,True,17,114100,>100k,125.0,170.0,Petrol,Royal Cars GmbH,4.6,246,"BMW | BMW 120 | First registration: 2008-08 | Accident-free: Yes | Mileage: 114,100 km | Fuel: Petrol | Power: 125.0 kW | Price: €9,990 | Seller: Royal Cars GmbH (4.6⭐) | Description: i Cabrio NAVI*KLIMA*SHZ*PDC*XENON*LEDER*TOP!","['Accident-free', 'FR 08/2008', '114,100 km', '125 kW (170 hp)', 'Petrol']","['Accident-free', 'FR 08/2008', '114,100 km', '125 kW (170 hp)', 'Petrol']"
Volkswagen,Volkswagen Sharan,https://suchen.mobile.de/fahrzeuge/details.html?id=441202554&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,Comfortline 1.4 TSI 7SITZE PANO NAVI KAME,"22,880",22880,2017-11,False,8,88145,50k-100k,110.0,150.0,Petrol,Autohaus Quickborn Zweigniederlassung der Autohaus Elmshorn GmbH & Co. KG,4.9,186,"Volkswagen | Volkswagen Sharan | First registration: 2017-11 | Accident-free: No | Mileage: 88,145 km | Fuel: Petrol | Power: 110.0 kW | Price: €22,880 | Seller: Autohaus Quickborn Zweigniederlassung der Autohaus Elmshorn GmbH & Co. KG (4.9⭐) | Description: Comfortline 1.4 TSI 7SITZE PANO NAVI KAME","['FR 11/2017', '88,145 km', '110 kW (150 hp)', 'Petrol']","['FR 11/2017', '88,145 km', '110 kW (150 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GLA 220,https://suchen.mobile.de/fahrzeuge/details.html?id=428237028&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,CDI 4Matic 7G-DCT LED Navi Kamera SHZ,"23,490",23490,2018-06,False,7,93540,50k-100k,130.0,177.0,Diesel,Jan Sievers Automobile,4.8,288,"Mercedes-Benz | Mercedes-Benz GLA 220 | First registration: 2018-06 | Accident-free: No | Mileage: 93,540 km | Fuel: Diesel | Power: 130.0 kW | Price: €23,490 | Seller: Jan Sievers Automobile (4.8⭐) | Description: CDI 4Matic 7G-DCT LED Navi Kamera SHZ","['FR 06/2018', '93,540 km', '130 kW (177 hp)', 'Diesel']","['FR 06/2018', '93,540 km', '130 kW (177 hp)', 'Diesel']"
Mercedes-Benz,Mercedes-Benz A 180,https://suchen.mobile.de/fahrzeuge/details.html?id=441060263&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,°AMG-Paket°Assist°Kamera°LED°Alcantara°,"21,980",21980,2018-12,True,6,76200,50k-100k,100.0,136.0,Petrol,Autogalerie Neumünster GmbH,4.6,259,"Mercedes-Benz | Mercedes-Benz A 180 | First registration: 2018-12 | Accident-free: Yes | Mileage: 76,200 km | Fuel: Petrol | Power: 100.0 kW | Price: €21,980 | Seller: Autogalerie Neumünster GmbH (4.6⭐) | Description: °AMG-Paket°Assist°Kamera°LED°Alcantara°","['Accident-free', 'FR 12/2018', '76,200 km', '100 kW (136 hp)', 'Petrol']","['Accident-free', 'FR 12/2018', '76,200 km', '100 kW (136 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=430304283&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,Cabrio Sport-Paket Navi*Leder*SZ,"17,950",17950,2015-07,False,10,124463,>100k,135.0,184.0,Petrol,Autohaus N. Fly GbR,4.9,355,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2015-07 | Accident-free: No | Mileage: 124,463 km | Fuel: Petrol | Power: 135.0 kW | Price: €17,950 | Seller: Autohaus N. Fly GbR (4.9⭐) | Description: Cabrio Sport-Paket Navi*Leder*SZ","['FR 07/2015', '124,463 km', '135 kW (184 hp)', 'Petrol']","['FR 07/2015', '124,463 km', '135 kW (184 hp)', 'Petrol']"
Volkswagen,Volkswagen Golf,https://suchen.mobile.de/fahrzeuge/details.html?id=441828880&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,Sportsvan VII Comfortline BMT/Start-Stopp,"16,990",16990,2017-08,False,8,90216,50k-100k,92.0,125.0,Petrol,Autozentrum Husum,4.8,378,"Volkswagen | Volkswagen Golf | First registration: 2017-08 | Accident-free: No | Mileage: 90,216 km | Fuel: Petrol | Power: 92.0 kW | Price: €16,990 | Seller: Autozentrum Husum (4.8⭐) | Description: Sportsvan VII Comfortline BMT/Start-Stopp","['FR 08/2017', '90,216 km', '92 kW (125 hp)', 'Petrol']","['FR 08/2017', '90,216 km', '92 kW (125 hp)', 'Petrol']"
Volkswagen,Volkswagen Touran,https://suchen.mobile.de/fahrzeuge/details.html?id=437283095&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,2.0 TDI Highline 7-Sitzer Navi ACC AHK,"25,490",25490,2017-06,False,8,81494,50k-100k,110.0,150.0,Diesel,Autoland AG Niederlassung Hamburg,4.8,10,"Volkswagen | Volkswagen Touran | First registration: 2017-06 | Accident-free: No | Mileage: 81,494 km | Fuel: Diesel | Power: 110.0 kW | Price: €25,490 | Seller: Autoland AG Niederlassung Hamburg (4.8⭐) | Description: 2.0 TDI Highline 7-Sitzer Navi ACC AHK","['FR 06/2017', '81,494 km', '110 kW (150 hp)', 'Diesel']","['FR 06/2017', '81,494 km', '110 kW (150 hp)', 'Diesel']"
Audi,Audi RSQ3,https://suchen.mobile.de/fahrzeuge/details.html?id=436611549&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,2.5 TFSI quattro S tronic Pano AHK Leder,"24,980",24980,2014-06,True,11,110000,>100k,228.0,310.0,Petrol,Emil Frey Hans Carstens GmbH,5,2,"Audi | Audi RSQ3 | First registration: 2014-06 | Accident-free: Yes | Mileage: 110,000 km | Fuel: Petrol | Power: 228.0 kW | Price: €24,980 | Seller: Emil Frey Hans Carstens GmbH (5⭐) | Description: 2.5 TFSI quattro S tronic Pano AHK Leder","['Accident-free', 'FR 06/2014', '110,000 km', '228 kW (310 hp)', 'Petrol']","['Accident-free', 'FR 06/2014', '110,000 km', '228 kW (310 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz GLA 250,https://suchen.mobile.de/fahrzeuge/details.html?id=430886775&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,4Matic AMG Line/Pano/Leder/Kamera,"18,900",18900,2014-10,True,11,72500,50k-100k,155.0,211.0,Petrol,Carthema Automobilhandel,4.9,152,"Mercedes-Benz | Mercedes-Benz GLA 250 | First registration: 2014-10 | Accident-free: Yes | Mileage: 72,500 km | Fuel: Petrol | Power: 155.0 kW | Price: €18,900 | Seller: Carthema Automobilhandel (4.9⭐) | Description: 4Matic AMG Line/Pano/Leder/Kamera","['Accident-free', 'FR 10/2014', '72,500 km', '155 kW (211 hp)', 'Petrol']","['Accident-free', 'FR 10/2014', '72,500 km', '155 kW (211 hp)', 'Petrol']"
Mercedes-Benz,Mercedes-Benz E 200,https://suchen.mobile.de/fahrzeuge/details.html?id=436993416&action=eyeCatcher&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,T AMG Line Autom. AMG Line,"25,400",25400,2017-09,False,8,65000,50k-100k,135.0,184.0,Petrol,"25370 Seester, Private Seller",,,"Mercedes-Benz | Mercedes-Benz E 200 | First registration: 2017-09 | Accident-free: No | Mileage: 65,000 km | Fuel: Petrol | Power: 135.0 kW | Price: €25,400 | Seller: 25370 Seester, Private Seller | Description: T AMG Line Autom. AMG Line","['FR 09/2017', '65,000 km', '135 kW (184 hp)', 'Petrol']","['FR 09/2017', '65,000 km', '135 kW (184 hp)', 'Petrol']"
Volkswagen,Volkswagen Touran,https://suchen.mobile.de/fahrzeuge/details.html?id=422547156&cn=DE&dam=false&gn=Kiel%2C+Schleswig-Holstein&isSearchRequest=true&ll=54.322684%2C10.13586&od=up&pageNumber=23&rd=100&ref=srp&refId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&s=Car&sb=rel&searchId=7681fcdc-46c1-2731-97b5-a6cb52613c3e&vc=Car,"Comfortline BMT/Start-Stopp 7 Sitzer 18""","18,499",18499,2018-03,False,7,122000,>100k,110.0,150.0,Petrol,Jonen & Schreiber Automobile,4.4,29,"Volkswagen | Volkswagen Touran | First registration: 2018-03 | Accident-free: No | Mileage: 122,000 km | Fuel: Petrol | Power: 110.0 kW | Price: €18,499 | Seller: Jonen & Schreiber Automobile (4.4⭐) | Description: Comfortline BMT/Start-Stopp 7 Sitzer 18""","['Repaired accident damage', 'FR 03/2018', '122,000 km', '110 kW (150 hp)', 'Petrol']","['Repaired accident damage', 'FR 03/2018', '122,000 km', '110 kW (150 hp)', 'Petrol']"
